Symbol
ULTRACEMCO
IMFA
KAMAHOLD
ABLBL
LMW
KARURVYSYA
VINATIORGA
JSLL
RITES
HONAUT
ZENTEC
SONACOMS
HAPPSTMNDS
CONCOR
MOIL
MANORAMA
SARDAEN
MSUMI
BAJAJHLDNG
MANKIND
SBILIFE
CGPOWER
HDFCBANK
MANYAVAR
BLACKBUCK
SGMART
RHIM
AAVAS
DEEPAKNTR
ACC
CHALET
DIVISLAB
POLYCAB
INDUSINDBK
EXIDEIND
JYOTHYLAB
AZAD
APLAPOLLO
CHOICEIN
VENTIVE
SAATVIKGL
DIACABS
NIACL
FORCEMOT
DIXON
INGERRAND
IRCON
NATIONALUM
BEL
HINDALCO
TATATECH
INDHOTEL
AKUMS
AUBANK
GODREJAGRO
CESC
HINDUNILVR
INOXINDIA
FIVESTAR
MASFIN
YATHARTH
MAXESTATES
HAPPYFORGE
FRACTAL
HATSUN
JAYNECOIND
ATUL
SUNTV
EUREKAFORB
APOLLO
TATACHEM
MAHSEAMLES
TIINDIA
ECLERX
RELIANCE
SOLARINDS
TATACONSUM
NIRLON
PRESTIGE
ARE&M
HEG
ADANIPOWER
NHPC
HINDPETRO
JKLAKSHMI
BBTC
APARINDS
BAYERCROP
GNFC
ETERNAL
DATAPATTNS
DCBBANK
KENNAMET
SUPREMEIND
ACE
GODREJIND
ARVIND
JSWSTEEL
IIFL
GICRE
APLLTD
BSE
ALKYLAMINE
MAHSCOOTER
CUMMINSIND
M&M
HDFCLIFE
OIL
IRB
JKCEMENT
SUNPHARMA
DALBHARAT
HINDZINC
J&KBANK
BRITANNIA
BAJFINANCE
CHAMBLFERT
CROMPTON
HAL
HNDFDS
TRANSRAILL
CIEINDIA
TITAGARH
BALAMINES
MEESHO
UNITDSPR
CANBK
BHARTIHEXA
IGL
KIRLFER
PIIND
GRAPHITE
IRCTC
V2RETAIL
TRIDENT
UNOMINDA
IOC
INDIAGLYCO
GABRIEL
AMBUJACEM
JWL
CHOLAFIN
DEEPAKFERT
GAIL
METROBRAND
BSOFT
QPOWER
PFOCUS
GOKULAGRO
URBANCO
GLAND
RVNL
VGUARD
EQUITASBNK
SANSERA
MAHLIFE
RAILTEL
PETRONET
KRBL
TORNTPHARM
HAVELLS
NTPC
TIMETECHNO
MRF
MAXHEALTH
SKFINDIA
GALLANTT
BALRAMCHIN
KSB
INOXWIND
POONAWALLA
BPCL
PTCIL
KAYNES
INDIASHLTR
FINPIPE
HINDCOPPER
JBMA
NSLNISP
AJANTPHARM
LLOYDSME
IPCALAB
PGHL
VTL
TVSSCS
GILLETTE
LTFOODS
TATASTEEL
FIEMIND
ICICIGI
ONGC
ABBOTINDIA
RCF
WHIRLPOOL
SHARDACROP
POWERGRID
BAJAJ-AUTO
PARAS
HONASA
ANANDRATHI
OFSS
EICHERMOT
KIMS
PNCINFRA
KEI
GRAVITA
CHOLAHLDNG
AARTIPHARM
SFL
FORTIS
HEROMOTOCO
BATAINDIA
KPIGREEN
DODLA
HCG
PTC
FINCABLES
JKPAPER
GAEL
POWERICA
LLOYDSENT
INDIGO
GSFC
ICICIPRULI
MRPL
NAVA
AIIL
SCI
STAR
COCHINSHIP
SUPRAJIT
VARROC
GLAXO
GRINDWELL
NESCO
SUNDARMFIN
SMLMAH
DHANUKA
OLECTRA
KSHINTL
SANOFI
DCMSHRIRAM
SYNGENE
CERA
NAZARA
BLUESTARCO
WESTLIFE
HMT
GMDCLTD
SUDARSCHEM
SPARC
LICHSGFIN
EPIGRAL
KIRLPNU
CMPDI
COROMANDEL
ELECON
ATGL
JPPOWER
TENNIND
CONCORDBIO
PNBHOUSING
AHLUCONT
BLUEJET
PGHH
GLENMARK
POLICYBZR
SUNFLAG
CSBBANK
NMDC
KIOCL
INDIACEM
AEGISVOPAK
HOMEFIRST
SWIGGY
LEMONTREE
PWL
IONEXCHANG
BANKINDIA
SCHNEIDER
AXISCADES
BERGEPAINT
ASHOKLEY
BECTORFOOD
JUBLINGREA
JSL
AARTIIND
FACT
ANURAS
EIHOTEL
PRECWIRE
BALUFORGE
JAINREC
FDC
LLOYDSENGG
SANDUMA
BEML
BDL
LUMAXIND
GESHIP
TIIL
MCX
CELLO
AVANTIFEED
ESABINDIA
MACPOWER
PRAJIND
JYOTICNC
ISGEC
NATCOPHARM
